SkillName	SkillId	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	ColideEvent	ColideSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	SkillDesc
冰蓝玄晶	64	2	\spr\Ui\技能图标\icon_sk_wd_02.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr			8	0	2	0	180	0	0	0	3	6	0	0	0	0	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0		\script\skill\wudu\冰蓝玄晶.lua	coldres_p		skill_cost_v																		五毒的邪门咒术,能降低一个范围内的敌人冰抗性.
血手毒杀	65	0	\spr\Ui\技能图标\icon_sk_wd_11.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	180	0	0	0	3	1	31	0	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	1	0	0	0		0		\script\skill\wudu\大手印.lua	physicsdamage_v		poisondamage_v		skill_cost_v																五毒进阶武功,攻击单个敌人并带有一定毒伤害.
杂难药经	66	3	\spr\Ui\技能图标\icon_sk_wd_12.spr				0	0	3	0	0	0	0	0	3	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0		\script\skill\wudu\杂难药经.lua	poisonres_p																				五毒必学使毒心法,能增加抗毒性.
雷动九天	67	2	\spr\Ui\技能图标\icon_sk_wd_13.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr			9	0	2	0	400	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0		\script\skill\wudu\雷动九天.lua	lightingres_p		skill_cost_v																		五毒的邪门咒术,能降低一个范围内的敌人雷抗性.
幽冥骷髅	68	0	\spr\Ui\技能图标\icon_sk_wd_21.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	400	0	0	0	3	1	32	0	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	0		0		\script\skill\wudu\骷髅炸弹.lua	physicsdamage_v		poisondamage_v		skill_cost_v																五毒中级武功,利用火药和毒药制成的骷髅炸弹,能伤害一定范围内的敌人.
无形蛊	69	2	\spr\Ui\技能图标\icon_sk_wd_22.spr				6	1	2	0	400	0	0	0	3	7	203	1	1	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0		\script\skill\wudu\无形蛊.lua	poisondamage_v																				五毒独门下蛊方法,能对一定范围内的敌人造成毒伤害.
赤炎蚀天	70	2	\spr\Ui\技能图标\icon_sk_wd_23.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr			10	0	2	0	400	0	0	0	3	6	0	0	0	0	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0		\script\skill\wudu\赤焰蚀天.lua	fireres_p		skill_cost_v																		五毒的邪门咒术,能降低一个范围内的敌人火抗性.
天罡地煞手	71	0	\spr\Ui\技能图标\icon_sk_wd_31.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr	\sound\skill\天罡地煞手m.wav	\sound\skill\天罡地煞手f.wav	0	0	2	0	200	0	0	0	3	6	33	0	1	1	11	0	0	5	0	0	0	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	1	1	0	0		0		\script\skill\wudu\九阴白骨抓.lua	physicsdamage_v		poisondamage_v		skill_cost_v																五毒高级武功,对付单个敌人并带有很强的毒伤害.
穿心毒刺	72	2	\spr\Ui\技能图标\icon_sk_wd_32.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr			7	0	2	0	400	0	0	0	3	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0		\script\skill\wudu\毒盾.lua	meleedamagereturn_v		skill_cost_v																		五毒高级使毒方法,对近身攻击自己的敌人造成毒伤害.
万蛊蚀心	73	2	\spr\Ui\技能图标\icon_sk_wd_33.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr			11	0	2	0	400	0	0	0	3	6	0	0	0	0	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0		\script\skill\wudu\万蛊蚀心.lua	poisonres_p		skill_cost_v																		五毒的邪门咒术,能降低一个范围内的敌人毒抗性.
朱蛤青冥	74	0	\spr\Ui\技能图标\icon_sk_wd_41.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	2	0	180	0	0	0	3	1	34	0	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	0	0	0		0		\script\skill\wudu\蛤蟆功.lua	poisondamage_v		skill_cost_v																		五毒绝顶武功,能对小范围内敌人造成强烈的毒伤害.
五毒奇经	75	3	\spr\Ui\技能图标\icon_sk_wd_42.spr				0	0	3	0	0	0	0	0	3	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0		\script\skill\wudu\五毒奇经.lua	poisonenhance_p																				五毒最高的用毒心法,能加快毒药的发作.
移花接玉	76	2	\spr\Ui\技能图标\icon_sk_wd_43.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr			12	0	2	0	180	0	0	0	3	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0		\script\skill\wudu\移花接玉.lua	rangedamagereturn_p		skill_cost_v																		五毒最厉害的咒术,能诅咒远程攻击自己的敌人受到伤害.
峨嵋剑法	77	3	\spr\Ui\技能图标\剑法.spr				0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0		\script\skill\emei\峨嵋剑法.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																
接引剑法取消	78	3	\spr\Ui\技能图标\剑法.spr				0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0																							
峨嵋掌法	79	3	\spr\Ui\技能图标\暗器使用.spr				0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0		\script\skill\emei\峨嵋掌法.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																
飘雪穿云	80	0	\spr\Ui\技能图标\icon_sk_em_01.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr		\sound\skill\sound_k006.wav	0	0	0	0	240	15	0	0	2	1	68	1	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0	间搁	5	0	\script\skill\emei\飘雪穿云.lua	physicsdamage_v		colddamage_v		skill_cost_v																峨嵋入门武功,攻击单个敌人并造成冰系伤害.
秋风叶	81	2	\spr\Ui\技能图标\icon_sk_em_02.spr				37	1	2	0	180	0	0	0	2	7	204	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0		\script\skill\emei\秋风叶.lua	staminareplenish_v																				峨嵋独门心法,能加快队友的体力恢复速度.
四象同归	82	0	\spr\Ui\技能图标\icon_sk_em_11.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr	0	\sound\skill\sound_k007.wav	0	0	2	0	570	0	1	0	2	6	101	1	1	1	11	0	0	5	0	0	0	20	0	0	1	0	0	0	0	0	1	243	0	0	0	0	0	0	0	20	20	-2	1	0	0	20	0	0	0	\script\skill\emei\四象同归.lua	physicsdamage_v		colddamage_v		skill_cost_v		skill_eventskilllevel														峨嵋进阶武功,对附近小范围内的敌人造成冰系伤害.
望月	83	2	\spr\Ui\技能图标\icon_sk_em_12.spr				38	1	2	0	180	0	0	0	2	7	205	1	1	0	14	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0		\script\skill\emei\醉仙望月.lua	lifereplenish_v																				峨嵋独门心法,能加快队友的生命恢复速度.
风雨飘香	84	2	\spr\Ui\技能图标\icon_sk_em_13.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr			42	0	2	0	180	0	0	0	2	6	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0		\script\skill\emei\风雨飘香.lua	slowmissle_b		skill_cost_v																		峨嵋奇术,可降低敌人的暗器等飞行物速度.
一叶知秋	85	0	\spr\Ui\技能图标\icon_sk_em_21.spr	0		\sound\skill\sound_k008.wav	0	0	2	0	180	15	0	5	2	1	2	1	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	2	0	0	0	\script\skill\emei\一叶知秋.lua	physicsdamage_v		colddamage_v		skill_cost_v																峨嵋中级武功,对单个敌人造成较强的冰冻伤害.
流水	86	2	\spr\Ui\技能图标\icon_sk_em_22.spr				39	1	2	0	180	0	0	0	2	7	206	1	1	0	14	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0		\script\skill\emei\流水.lua	fastwalkrun_p																				峨嵋独门心法,能加快队友的跑步速度.
冰心诀	87	3	\spr\Ui\技能图标\icon_sk_em_23.spr				0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0		\script\skill\emei\冰心决.lua	coldres_p																				峨嵋内功,能增加自身的冰抗性.
不灭不绝	88	0	\spr\Ui\技能图标\icon_sk_em_31.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr	0	\sound\skill\sound_k009.wav	0	0	2	0	360	15	0	20	2	1	3	1	1	1	10	0	1	5	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	1	0	0	1	0	0	0	\script\skill\emei\不灭不绝.lua	physicsenhance_p		deadlystrike_p		colddamage_v		skill_cost_v														峨嵋高级武功,对单个敌人有双倍伤害力的几率并造成冰系伤害.
梦蝶	89	2	\spr\Ui\技能图标\icon_sk_em_32.spr				40	1	2	0	180	0	0	0	2	7	207	1	1	0	14	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0		\script\skill\emei\梦蝶.lua	manareplenish_v																				峨嵋独门心法,能加快队友的内力恢复速度.
迷踪幻影	90	4	\spr\Ui\技能图标\icon_sk_em_33.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr			0	0	2	0	180	0	0	0	2	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0		\script\skill\emei\迷踪幻影.lua	summondata_v																				峨嵋奇术,可造成幻影迷惑敌人.
佛光普照	91	0	\spr\Ui\技能图标\icon_sk_em_41.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr	\sound\skill\佛光普照.wav	\sound\skill\sound_k010.wav	0	0	2	0	400	0	0	0	2	7	4	1	1	1	11	0	0	5	0	0	0	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	0	0	0	0	0	0	\script\skill\emei\佛光普照.lua	physicsdamage_v		colddamage_v		skill_cost_v																峨嵋绝顶武功,对大范围的敌人造成伤害.
佛心慈佑	92	2	\spr\Ui\技能图标\icon_sk_em_42.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr			41	1	2	0	180	0	0	0	2	7	208	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0		\script\skill\emei\佛心慈佑.lua	lifemax_p																				峨嵋独门心法,能增加队友的生命力上限.
慈航普渡	93	0	\spr\Ui\技能图标\icon_sk_em_43.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr		\sound\skill\慈航普渡.wav	0	0	2	0	400	15	0	0	2	6	5	1	1	1	11	0	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	30	-2	0	0	0	20	间搁	5	0	\script\skill\emei\慈航普度.lua	lifereplenish_v		skill_cost_v																		峨嵋奇术,可为一定范围内队友大量回复生命.
慈航普渡	94	0	\spr\Ui\技能图标\icon_sk_em_43.spr				0	0	2	0	400	15	0	6	2	5	5	1	1	1	11	0	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	20	间搁	5	0																						
翠烟刀法	95	3	\spr\Ui\技能图标\刀法.spr				0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0		\script\skill\chuiyang\翠烟刀法.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																提高使用刀类武器的能力。
翠烟剑法	96	3	\spr\Ui\技能图标\剑法.spr				0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0		\script\skill\chuiyang\翠烟剑法.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																
碧烟刀法	97	3	\spr\Ui\技能图标\刀法.spr				0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0		\script\skill\chuiyang\碧烟刀法.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																提高使用刀类武器的能力。
碧烟剑法取消	98	3	\spr\Ui\技能图标\剑法.spr		0	0	0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0		\script\skill\chuiyang\翠烟剑法.lua																					0
风花雪月	99	0	\spr\Ui\技能图标\icon_sk_cy_01.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr		\sound\skill\sound_k006.wav	0	0	0	0	360	15	0	0	2	1	6	1	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0	0	0	0	\script\skill\chuiyang\风云突起.lua	colddamage_v		skill_cost_v																		翠烟入门武功,攻击单个敌人并造成冰系伤害.
护体寒冰	100	2	\spr\Ui\技能图标\icon_sk_cy_02.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr	\sound\skill\护体寒冰.wav	\sound\skill\sound_k017.wav	31	0	2	0	400	0	0	0	2	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0	0	0	0	\script\skill\chuiyang\雪盾.lua	meleedamagereturn_v		skill_cost_v																		翠烟独门奇功,对近身攻击自己的敌人造成冰系伤害.
治疗术	101	0	\spr\Ui\技能图标\icon_sk_cy_03.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr		\sound\skill\sound_k006.wav	0	0	2	0	400	0	0	0	2	6	13	1	1	1	11	0	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0		\script\skill\chuiyang\补血术.lua	lifereplenish_v		skill_cost_v																		峨嵋初级医术,为队友补充少量生命.
风卷残雪	102	0	\spr\Ui\技能图标\icon_sk_cy_11.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr		\sound\skill\sound_k007.wav	0	0	2	0	360	15	2	1	2	1	7	1	16	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	1	0	0	0	0	0	0	\script\skill\chuiyang\风卷残雪.lua	colddamage_v		skill_cost_v																		翠烟进阶武功,对一条直线上的敌人造成冰系伤害.
千里冰封	103	2	\spr\Ui\技能图标\icon_sk_cy_12.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr		\sound\skill\sound_k017.wav	32	0	2	0	400	0	0	0	2	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0	0	0	0	\script\skill\chuiyang\冰盾.lua	rangedamagereturn_v		skill_cost_v																		翠烟独门奇功,对远程攻击自己的敌人造成冰系伤害.
冰魂	104	3	\spr\Ui\技能图标\icon_sk_cy_13.spr				0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0		\script\skill\chuiyang\冰魂.lua	fireres_p																				翠烟初级内功,增加自己的火抗性.
雨打梨花	105	0	\spr\Ui\技能图标\icon_sk_cy_21.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr		\sound\skill\雨打梨花.wav	0	0	2	0	300	15	3	10	2	6	8	1	4	1	11	0	0	5	0	0	0	20	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	0	0	0	0	\script\skill\chuiyang\雨打梨花.lua	colddamage_v		skill_cost_v																		翠烟中级武功,对小范围内敌人造成较强的冰冻伤害.
冰踪雾影	106	4	\spr\Ui\技能图标\icon_sk_cy_22.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr			0	0	2	0	400	15	0	0	2	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0	0	0	0	\script\skill\chuiyang\冰墙.lua																					翠烟独门异术,制造出一片冰墙的幻影阻挡敌人.
摄心术	107	0	\spr\Ui\技能图标\icon_sk_cy_23.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr			34	0	2	0	180	15	0	0	2	1	6	1	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0	0	0	0	\script\skill\chuiyang\风云突起.lua	colddamage_v		skill_cost_v																		翠烟独门异术,可暂时迷惑敌人心神使之变成同伴.
牧野流星	108	0	\spr\Ui\技能图标\icon_sk_cy_31.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr		\sound\skill\sound_k009.wav	0	0	2	0	240	0	0	0	2	6	9	1	1	1	11	0	0	5	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	1	0	0	1	0	0	0	\script\skill\chuiyang\牧野流星.lua	colddamage_v		skill_cost_v																		翠烟高级武功,召唤雪球从天而降并炸开攻击敌人.
雪影	109	2	\spr\Ui\技能图标\icon_sk_cy_32.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr		\sound\skill\sound_k017.wav	33	0	2	0	400	0	0	0	2	7	0	0	0	0	11	0	0	5	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0	0	0	0	\script\skill\chuiyang\雪影.lua	adddefense_v		skill_cost_v																		翠烟高级内功,能暂时增加自己的防御力.
五行遁	110	0	\spr\Ui\技能图标\icon_sk_cy_33.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr			0	0	2	0	180	15	0	0	2	1	6	1	1	1	11	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0	0	0	0	\script\skill\chuiyang\风云突起.lua	colddamage_v		skill_cost_v																		翠烟高级异术,可利用自然环境暂时隐身,但不能攻击他人.
碧海潮生	111	0	\spr\Ui\技能图标\icon_sk_cy_41.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr	0	\sound\skill\sound_k010.wav	0	0	2	0	400	0	0	0	2	7	10	1	1	1	11	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	112	60	30	-2	1	0	0	0		0		\script\skill\chuiyang\碧海潮生.lua	colddamage_v		skill_cost_v		skill_eventskilllevel																翠烟绝顶武功,对大范围内敌人造成冰系伤害.
碧海潮生b	112	0	\spr\Ui\技能图标\icon_sk_cy_01.spr	0	0	0	0	0	2	0	0	0	5	1	2	3	11	0	8	1	11	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0		\script\skill\chuiyang\碧海潮生.lua	colddamage_v		skill_cost_v																		0
浮云散雪	113	0	\spr\Ui\技能图标\icon_sk_cy_42.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr		\sound\skill\sound_k010.wav	0	0	2	0	400	0	0	0	2	6	12	1	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	0	0	0		0		\script\skill\chuiyang\观音散雪.lua	colddamage_v		skill_cost_v																		翠烟无上异术,大范围内降雪冰冻敌人.
冰骨雪心	114	3	\spr\Ui\技能图标\icon_sk_cy_43.spr				0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0		\script\skill\chuiyang\冰掌握.lua	coldenhance_p																				翠烟至高内功,能增加冰系攻击造成的冰冻时间.
丐帮棒法	115	3	\spr\Ui\技能图标\棍法.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0		\script\skill\gaibang\丐帮棒法.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																
丐帮拳法	116	3	\spr\Ui\技能图标\暗器使用.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0		\script\skill\gaibang\丐帮掌法.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																提高空手攻击的能力。
投石问路	117	0	\spr\Ui\技能图标\icon_sk_gb_01.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	280	0	0	0	4	1	44	0	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0		\script\skill\gaibang\投石问路.lua	physicsdamage_v		firedamage_v		skill_cost_v																丐帮的入门武功，只能试探敌人虚实。
孤木遁雷	118	0	\spr\Ui\技能图标\icon_sk_gb_02.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			0	0	2	0	400	0	0	0	4	6	49	0	1	1	11	0	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0		\script\skill\gaibang\孤木遁雷.lua	lightingres_p		skill_cost_v																		丐帮特有绝技，借木象以解雷电，可提高单人电抗性。
沿门托钵	119	0	\spr\Ui\技能图标\icon_sk_gb_11.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	240	0	0	0	4	1	45	0	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0		\script\skill\gaibang\沿门托钵.lua	physicsdamage_v		firedamage_v		skill_cost_v																丐帮的进阶武功，用于防身。
奔流到海	120	0	\spr\Ui\技能图标\icon_sk_gb_12.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			0	0	2	0	400	0	0	0	4	6	50	0	1	1	11	0	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0		\script\skill\gaibang\奔流到海.lua	fireres_p		skill_cost_v																		丐帮特有绝技，借水象以解烈火，可提高单人火抗性。
妙手空空	121	2	\spr\Ui\技能图标\icon_sk_gb_13.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			0	0	2	0	180	0	0	0	4	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0		\script\skill\gaibang\妙手空空.lua	skill_cost_v																				丐帮弟子的吃饭本领，可隔空取物。
见人伸手	122	0	\spr\Ui\技能图标\icon_sk_gb_21.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	2	0	300	0	0	0	4	1	46	0	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	0		0		\script\skill\gaibang\见人伸手.lua	physicsdamage_v		firedamage_v		skill_cost_v																丐帮的中级武功，学会了才有能力惩奸除恶。
奎木星照	123	0	\spr\Ui\技能图标\icon_sk_gb_22.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			0	0	2	0	400	0	0	0	4	6	51	0	1	1	11	0	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0		\script\skill\gaibang\奎木星照.lua	poisonres_p		skill_cost_v																		丐帮特有绝技，借金象以解蛊毒，可提高单人毒抗性。
打狗阵	124	2	\spr\Ui\技能图标\icon_sk_gb_23.spr				44	1	2	0	180	0	0	0	4	7	209	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0		\script\skill\gaibang\打狗阵.lua	adddefense_v																				丐帮看家法宝，结阵之后大幅度提高防御力。
